TEXT DATA,LABEL
"నేను ఖచ్చితంగా చనిపోవాలనుకోలేదు. . . నేను ""ఆన్""లో ఉండకూడదనుకుంటున్నాను : నాకు డిప్రెషన్ ఉంది. . . అది ఎబ్బ్స్ మరియు ప్రవహిస్తుంది. నేను ఈ మానసిక స్థితి నుండి బయటపడతానని నాకు తెలుసు, ఇది నన్ను మరింత దిగజార్చేలా చేస్తుంది, నేను దాని నుండి బయటపడతాను. కానీ నేను చాలా ఒంటరిగా ఉన్నాను. నేను ఈ రాత్రి బయటకు వెళ్ళవలసి ఉంది కానీ నేను రద్దు చేసాను. . . ఎందుకో కూడా తెలియదు. నాకు క్లోజ్ ఫ్రెండ్స్ ఎవరూ లేరు. నాకు ఉన్న ఒక పాత సన్నిహిత మిత్రుడు చాలా కారణాల వల్ల నేను మాట్లాడలేను.. నేను ఇప్పుడే. . . నేను నిద్రపోతున్నప్పుడు లేదా కలలు కంటున్నప్పుడు నేను చాలా ప్రశాంతంగా ఉన్నాను. నేను చాలా ఖాళీగా ఉన్నాను. జీవితంలో ఇంతేనా? సమాధానం లేదు అని నాకు తెలుసు. నేను నిరుత్సాహానికి గురికాకుండా ఎలా తర్కించుకోవాలో తెలుసుకోవాల్సిన అన్ని విషయాలు నాకు తెలుసు. కానీ నేను ఇంకా విచారంతో మిగిలిపోయాను. నేనెవరో లేదా జీవితంలో నేను ఏమి కోరుకుంటున్నానో కూడా నాకు తెలియదు. ఒక్కోసారి పర్వాలేదు అనుకుంటాను, నేను చాలా కలుపు తాగుతాను మరియు తారుతో నింపుకుంటాను, నేను అనారోగ్యంతో ఉన్నాను మరియు త్వరలో చనిపోతాను. నేను నా బొంగు చూశాను. . . నా ఊపిరితిత్తులు నల్లగా ఉండాలి. ఇది నన్ను భయపెడుతుంది. నేను చాలా సార్లు ఆపడానికి ప్రయత్నిస్తాను. నేను కొన్ని సార్లు ఆపగలిగాను. బహుశా నేను అక్కడికి చేరుకుంటాను. ఈ పోస్ట్‌లోని ఉద్దేశ్యం ఏమిటో కూడా నాకు తెలియదు. నేను అంచనా వేయడానికి. నేను చాలా భయపడుతున్నాను కాబట్టి నేను నన్ను చంపలేదు మరియు అది నా ప్రియుడిని బాధపెడుతుంది. నేను కొనసాగినప్పటికీ, నేను జీవించగలిగే చాలా జీవితాలు మాత్రమే ఉన్నాయని నేను భావిస్తున్నాను మరియు నేను తప్పును ఎంచుకుంటాను మరియు ప్రతిదానికీ చింతిస్తాను. నేనెప్పుడూ సజీవంగా ఉండమని అడగలేదు. . . నేను విశ్రాంతి తీసుకోవాలనుకుంటున్నాను :( నాకు జీవించడానికి విషయాలు ఉన్నాయని నాకు తెలుసు, నేను ప్రమాదంలో లేను. కానీ నేను లోపల చాలా ఖాళీగా మరియు విచారంగా మరియు ఒంటరిగా ఉన్నాను. కొన్నిసార్లు నేను మడతపెట్టి అదృశ్యమవుతానని అనుకుంటాను. .",stressed
ఈ తరంగాన్ని తొక్కడం కుదరదు : మళ్లీ ఒంటిపై అలజడి కలిగింది మరియు నేను తేలుతూ ఉండటానికి సరైన కారణం ఏదీ ఆలోచించలేకపోతున్నాను. జీవించడానికి మంచి కారణం ఏమిటి?.,stressed
"నేను ఈ భూమి నుండి ఏదీ అదృశ్యం కాగలను మరియు దాని వలన ఎవరూ ప్రభావితం కాలేరు. : మరియు నేను దానితో శాంతిగా ఉన్నాను. మేము ఎల్లప్పుడూ అదే పొందుతాము ""మిమ్మల్ని మీరు చంపుకుంటే అది చాలా మంది జీవితాలను ప్రభావితం చేస్తుంది!"" మరియు అది పూర్తి బుల్‌షిట్. నేను బ్రతికున్నప్పుడు మరియు బాధలో ఉన్నప్పుడు ఎవరూ నా గురించి విస్తుపోతే, నేను బయటపడే మార్గాన్ని వారు ఎందుకు పట్టించుకుంటారు? నాకు నిందను ఎత్తివేసి బాధితుడి భుజాలపై వేయడం మరొక మార్గం.. ""మిమ్మల్ని మీరు చంపుకుంటే, మేము చాలా బాధపడతాము"". సరే, నా సంగతేంటి, బార్బరా? నేను ప్రస్తుతం ఇబ్బంది పడుతున్నాను మరియు మీరు పట్టించుకోరు. ఈ నరకం జీవితం నుండి తప్పించుకోవడం మరియు తీర్పును రక్షించడం గురించి నన్ను ఊహించనివ్వండి. .",stressed
"నేను ఇకపై /r/wholesomememesని చూడలేను. . . : నేను ఎవరితోనూ కలవనని లేదా మరొక సంబంధాన్ని కలిగి ఉండనని అంగీకరించాను, నా డిప్రెషన్ మరియు ఆందోళన చాలా మెరుగుపడింది, అయితే జీవితం నాకు చూపించింది. . . నేను ఎవరినీ కనుగొనలేనని మరియు భర్త లేదా కుటుంబం ఉండదని నేను అంగీకరించాలి. జీవితం అంటే కుటుంబాన్ని కలిగి ఉండటం లేదా వివాహం చేసుకోవడం మాత్రమే కాదని నేను అర్థం చేసుకున్నాను, కానీ అది నాకు చాలా పెద్ద విషయంగా అనిపించింది మరియు నేను ఎప్పటికీ తగినంత మంచివాడిని, తగినంత ఆకర్షణీయంగా, ఫన్నీగా, తెలివిగా, నీ పేరు - ఎవరికైనా సరిపోదు అని గ్రహించాను.. . . దాని ఆత్మ నాశనం అవుతుంది కానీ నేను నా అభిరుచులు, నా ఉద్యోగం మరియు స్వతంత్ర జీవితాన్ని నిర్మించుకోవడంపై దృష్టి సారిస్తున్నాను, నా స్వీయ అభివృద్ధిలో భాగం, నేను నిరుత్సాహానికి గురైనప్పుడు నేను ఆరోగ్యకరమైన మీమ్‌లకు వెళ్తాను. . . ఇప్పుడు, నేను దానిని ఎదుర్కోలేను దాదాపు ప్రతి ఒక్కరూ ఎంత ప్రియమైన వ్యక్తులు, ఎంత అందంగా ఉంటారు మొదలైనవాటి గురించి మరియు ఇది నా జీవితం కాదు. నేను మిమ్మల్ని సంపూర్ణమైన మీమ్‌లను కోల్పోతాను.",stressed
"శూన్యత ఎంతకాలం ఉంటుంది? : నేను అసాధారణమైన కఠినమైన సంవత్సరం గుండా వెళుతున్నాను. నాకు ఎప్పుడూ అభద్రత మరియు ఆత్మగౌరవం సమస్యలు ఉన్నాయి, కానీ అది నిజంగా ఉడకబెట్టింది మరియు ఈ సంవత్సరం నన్ను కిందకి నెట్టింది. ఐదేళ్ల క్రితం మా అమ్మ క్యాన్సర్‌తో మరణించడం వంటి ప్రతిదానికీ నన్ను నేను నిందించుకుంటాను మరియు నన్ను ఎవరూ కోరుకోవడం లేదని అనుకోవడం మొదలుపెట్టాను.. ఈ సమయంలో నాకు ఒక గర్ల్‌ఫ్రెండ్ వచ్చింది మరియు ఆమె నా కోసం ఉన్నందుకు నేను నమ్మలేని కృతజ్ఞతతో ఉన్నాను. నేను ఎవరికీ చెప్పలేనని నా గురించి చాలా చెప్పాను. స్వీయ హాని లేదా ఆత్మహత్య లేకుండా ఆ భయంకరమైన దశలో నాకు సహాయపడిన ఆమె నాకు చాలా భావోద్వేగ మద్దతునిచ్చింది. కానీ ఇప్పుడు నేను ఖాళీగా ఉన్నాను. నేను ఆమె ప్రేమను కోల్పోతానేమోనని నేను భయపడుతున్నాను మరియు నేను ప్రతిరోజూ ఆమె వద్దకు భరోసా కోసం వెళ్తాను. కనీసం దిగులుగా ఉన్నప్పుడయినా ఆమె వైపు చూసినా ఆమెతో మాట్లాడితే బాగుండేదని గ్యారంటీ. ఇప్పుడు నాకు అంత ఖచ్చితంగా తెలియదు. నా భావోద్వేగాలన్నీ మొద్దుబారిపోయాయి. నేను స్వీయ ద్వేషంతో లేదా ప్రపంచాన్ని నిస్పృహతో చూడను, సాధారణ ఆసక్తి లేకపోవడం. జీవించడం భయంకరమైనది కాదు, కానీ ఇది ఖచ్చితంగా ఆసక్తికరంగా లేదు మరియు జీవించడానికి బదులుగా చనిపోవడమే ఉత్తమం. నన్ను నేను కోసుకోవడానికి లేదా ఉరి వేసుకోవడానికి చాలా భయపడుతున్నాను. నేను నా గర్ల్‌ఫ్రెండ్‌ను చాలా ప్రేమిస్తున్నాను మరియు ఆమెతో కలిసి ఉండటం నాకు నిజంగా సంతోషంగా ఉంది, కానీ నా మిగిలిన జీవితం మునుపటిలాగా అర్ధంలేనిది. బాగుపడటానికి ఏదైనా ప్రయోజనం ఉందా? నేనూ అంతే దయనీయంగా ఉన్నాను, నేను జీవించడానికి కొంత అర్హుడని అనిపించేలా ఆమె నాతో చెప్పే చిన్న మాటల కోసం వేడుకుంటున్నాను.. నేను ఆమెతో విడిపోయి నన్ను చంపుకోవాలా అని ఆలోచిస్తున్నాను, ఎందుకంటే నిజంగా ఎటువంటి ప్రయోజనం లేదు మరియు అది ఆమెకు కొంత బాధను కలిగిస్తుంది. .",stressed
ఒంటరి: కొన్నిసార్లు నేను నిజంగా ఒంటరిగా ఉంటాను. నాకు కొంచెం శ్రద్ధ కావాలి. నేను ఈ అనుభూతిని తీసుకోలేను. నాకు గొప్ప బాయ్‌ఫ్రెండ్ ఉన్నాడు కానీ ఈ కరోనావైరస్ కారణంగా అతను కూడా రాలేడు. నేను ఒంటరిగా ఉన్నాను మరియు నాకు కావలసింది స్నేహితులు మాట్లాడటం మరియు నన్ను ఓదార్చడం. ఇలా ఎందుకు అడగాలి?! నేను మామూలుగా ఉండాలనుకుంటున్నాను. నేను డిప్రెషన్‌ను ద్వేషిస్తున్నాను. మందులు సహాయపడతాయి కానీ అన్ని సమయాలలో కాదు. నేను ఇప్పుడే. . . దీనిని తీసుకోలేరు. . . .,stressed
"వెంటింగ్ : HI నాకు 17 సంవత్సరాలు మరియు వీటన్నింటికీ కొత్త. నేను ఆందోళన మరియు నిరాశతో అక్టోబర్‌లో నిర్ధారణ అయ్యాను. మీ అందరి గురించి ఒక స్నేహితుడు నాకు చెప్పాడు మరియు నాకు ఇబ్బంది కలిగించే విషయాలను బయటపెట్టడానికి మరియు వివరించడానికి ఇది సురక్షితమైన ప్రదేశం అని. కాబట్టి హాయ్. నేపధ్యం = నేను దాదాపు 7వ తరగతి వరకు వేధించబడ్డాను ఎందుకంటే నేను డిస్‌లెక్సిక్‌గా ఉన్నాను, నాకు మంత్రగత్తె నిద్రలేమి కారణంగా నా సిప్టమ్‌లను మరింత దిగజార్చింది. నాకు తెలుసు, ఇవన్నీ అంతంతమాత్రంగా పోయేవి కావు, మరియు నా కుటుంబం గురించి నేను అర్థం చేసుకున్న దాని ప్రకారం దానిలో క్రానిక్ యాంగ్జైటీ/డిప్రెషన్ నడుస్తుంది. మా తాతకి అది మా అమ్మ దగ్గర ఉంది మరియు అక్టోబర్ నాటికి నాకు రోగ నిర్ధారణ జరిగింది. మా తాత చాలా ఒత్తిడికి గురయ్యాడు మరియు దుసెంట్ ఇవాన్‌కి ప్రిస్క్రిప్షన్ అవసరం, కానీ మా అమ్మ ప్రిస్క్రిప్షన్ సీన్స్ కోలీజ్‌లో ఉంది. నాకు 17 ఏళ్లు మరియు మిగతా 2 కంటే చాలా చెత్తగా ఉన్నాను. నా నిద్రలేమిని నియంత్రించడానికి నేను ఇంతకు ముందు వాడిన మెడ్. సుమారు 2 నెలల తర్వాత నేను వారికి రోగనిరోధక శక్తిని పెంచుకున్నాను మరియు పని చేయడం మానేశాను, నేను ఇప్పుడు తీసుకున్న మందులు నా ఆందోళన మరియు నిరాశను నియంత్రిస్తాయి, మరియు మీరు పని చేస్తున్నారని నేను భావిస్తున్నాను, కానీ నేను పని చేయడం మానేస్తానని మరియు అప్పుడు నేను గెలుస్తాను' నా క్లాస్ మేట్స్ చెబుతూనే ఉండటంతో ""మామూలు"" అనిపిస్తుంది. నేను పని చేయడం ఆపివేస్తానని టారిఫై చేసాను. నేను దీన్ని టైప్ చేస్తున్నప్పుడు ఎంత దారుణంగా వణుకుతున్నానో మీకు తెలియదు. దీని గురించి మాట్లాడటం నాకు ఇష్టం లేదు, ఎందుకంటే నేను దీన్ని చాలా సార్లు బయటకు తీస్తే నాకు ఎఫ్ ఆఫ్ అని చెప్పబడింది మరియు నేను శ్రద్ధ వహించాలని కోరుకుంటున్నాను. విన్నందుకు ధన్యవాదాలు దయచేసి అక్షరక్రమాన్ని విస్మరించండి.",stressed
"నేను నిరంతరం నా ఊహల్లో నన్ను చంపుకుంటున్నాను. : నా ఫాంటసీలో నేను నిరంతరం నన్ను నేను క్రూరంగా హత్య చేసుకుంటున్నాను అని టైటిల్ చెప్పినట్లు రోడ్డుపై నడిచేటప్పుడు లేదా ఆహారం వండేటప్పుడు ఇది అన్ని సమయాలలో జరుగుతుంది.. నేను గత సంవత్సరం 2 సార్లు స్వీయ హాని కలిగించే ప్రయత్నాలు చేసాను, కానీ చివరిసారిగా కలిసి ఉండగలిగాను కానీ ఆ ప్రయత్నాలు కొన్ని వారాలపాటు నష్టాన్ని కలిగించాయి మరియు నేను 3వ సారి ప్రయత్నించలేదు. .",stressed
"నేను మళ్ళీ కత్తిరించడం ప్రారంభించాను: నేను మళ్ళీ కత్తిరించడం ప్రారంభించాను, నేను గత సంవత్సరం నుండి అలా చేయలేదు మరియు నేను ఇకపై జీవించాలనుకుంటున్నాను. నేను ఎవరితోనైనా మాట్లాడాలనుకుంటున్నాను, దీని గురించి నాతో మాట్లాడటానికి ఇష్టపడే చాలా మంది స్నేహితులు నాకు లేరు.",stressed
"ప్రతిరోజూ నాకు సజీవంగా ఉండాలని/నా జీవితంతో ఏదైనా చేయాలనే కోరిక తక్కువగా ఉంటుంది: ముందుగా క్షమించండి, నేను స్థానిక ఇంగ్లీష్ కాదు మరియు కొన్నిసార్లు నేను చెత్తగా వ్రాస్తాను. నేను wcకి వెళ్లి కొన్ని సంవత్సరాల క్రితం అదే భాగంలో రక్తస్రావం అవుతుందని కనుగొన్నాను. ఆ సమయంలో నాకు ఆపరేషన్ జరిగింది మరియు కోలుకోవడానికి 1 నెల మరియు మరొక నెల వరకు మంచం నుండి కదలలేకపోయాను. బహుశా ఈ సంవత్సరం కూడా అదే జరుగుతుంది, మరియు ఆ నెలలు ఎలా ఉన్నాయో నాకు గుర్తున్నప్పుడు నేను మరొక ప్రపంచంలో లేదా మరొక వ్యక్తిగా జీవించాలనుకుంటున్నాను.. 2 నెలలు ఇంట్లో ఉన్నప్పటి భాగాన్ని నేను పట్టుకోగలనని అనుకుంటున్నాను, కానీ నా స్నేహితులెవరూ నేను ఎలా భావిస్తున్నానో లేదా మరేదో అడగకపోవడం నాకు బాగా తట్టింది. నేను నిజంగా దాని గుండా వెళ్లాలనుకోవడం లేదు. నాకు 2014 నుండి నా స్నేహితులు తెలుసు (కొలీగ్, 13-14 సంవత్సరాలు). నేను బహుశా దీనితో మతిస్థిమితం లేనివాడిని కానీ నా స్నేహితులందరూ కలుసుకోవడం/ సమావేశాలు చేసుకోవడం, ఇన్‌స్టాగ్రామ్‌లో కథనాలను అప్‌లోడ్ చేయడం చూసినప్పుడు ఏమి చేయాలో నాకు తెలియదు మరియు వారు నన్ను వెళ్లమని అడగలేదు, నేను వారిని ఎప్పుడూ ఎందుకు అడగలేదు, ఎందుకంటే నేను సమాధానం గురించి భయపడుతున్నాను. నేను సామాజిక వ్యతిరేకిని, పిరికివాడిని, సంభాషణలు ఎలా ప్రారంభించాలో తెలియదు, కొత్త స్నేహితులను చేసుకోవడం తెలియదు.. 3 వారాల క్రితం పుట్టిన రోజు నాకు బాగా నచ్చింది, అందరూ స్నేహితుల ఇంట్లో కలిశారు, సన్నిహితులతో పుట్టినరోజు జరుపుకుంటారు మరియు నేను మాత్రమే వెళ్లలేదు. మరుసటి రోజు ఫాస్ట్‌ఫుడ్‌కి వెళ్ళినప్పుడు నాకు ఈ విషయం తెలిసింది, ఎందుకంటే వారు పుట్టినరోజు జరుపుకోవడానికి అందరూ కలవాలనుకున్నారు. idk. నేను చెప్పినట్లుగా, నేను పిచ్చివాడిని లేదా తెలివితక్కువవాడిని లేదా మతిస్థిమితం లేనివాడిని అని ఆలోచించడం మొదలుపెట్టాను. ఈ 2 విషయాలు నన్ను చంపేస్తాయి. నేను తదుపరి స్థాయికి వెళ్లలేదు, స్వీయ హానిని ప్రారంభించాను ఎందుకంటే నాకు సురక్షితంగా ఉండే ఏకైక విషయం నా కుటుంబం మరియు నా ఎక్స్‌గర్ల్‌ఫ్రెండ్ (నా gf ఎప్పుడు). నేను ఈ విషయాన్ని నా కుటుంబానికి ఎప్పుడూ చెప్పను ఎందుకంటే నేను మరిన్ని సమస్యలు చేయకూడదనుకుంటున్నాను, వారు నాకు 1000 సార్లు పునరుద్ధరించగలిగినదంతా ఇచ్చారు, కానీ నాకు ఇలాంటి కుటుంబం ఉండదు. నేను ఇది రాస్తూ ఏడవడం మొదలుపెట్టాను. ఏం చేయాలో తెలియడం లేదు. నేను మొదటిసారి ఆపరేషన్ చేయించుకున్నప్పుడు నాకు 2 సంవత్సరాలు నిండాయి. మరియు జీవితంలోకి ఎలా తిరిగి వెళ్ళాలో తెలియదు.",stressed
"Ireven మరియు venex xl : హే. ఎక్కడికి వెళ్లాలో నాకు తెలియదు కానీ Ireven 75mg మరియు Venex XL 75mg మధ్య తేడా ఉందా? ఇది అదే మోతాదు అని నాకు తెలుసు, కానీ నేను మొదటి నెల Irevenలో ఉన్నాను, కానీ రిపీట్ ప్రిస్క్రిప్షన్ పొందడానికి నేను అదే ప్రాక్టీస్‌లో వేరే వైద్యుడిని కలిశాను. మొదటి మూడు వారాలు డ్రగ్‌కి అలవాటు పడటం చాలా భయంకరంగా ఉన్నందున నేను బ్రాండ్‌లను మారుస్తున్నాననే ఆత్రుతగా ఉన్నందున వారు మార్పు వచ్చిందని వారు నాతో చెప్పాలనుకుంటున్నాను.. క్షమించండి, ఈ ట్రెడ్‌కి ఇది సాధారణ థీమ్ కాకపోతే, tbh నేను అడిగే ముందు పోస్ట్‌లను చదవలేదు కాబట్టి నేను పెద్దగా ఆశించడం లేదు కానీ ఈ పోస్ట్ చదవడానికి టై ఎందుకంటే Idk ఎవరిని అడగాలి xEDIT: రెండు నెలలుగా ఈ డ్రగ్‌గా ఉన్నాను ఒకటి కాదు.",stressed
"బాధను కోల్పోయాను : నేను చాలా సంవత్సరాలు డిప్రెషన్‌తో బాధపడ్డాను, ఇటీవలే నా జీవితంలో ఒక మలుపు తిరిగింది, అక్కడ నేను మళ్లీ మంచి అనుభూతిని పొందాను, కానీ ఏదో కొంచెం తగ్గింది, నా భావోద్వేగాలన్నీ తక్కువ విపరీతంగా ఉన్నాయి, విచారం ఇప్పుడు నిమిషాల్లో దాటిపోతుంది మరియు ఎక్కడా లేదు తీవ్రత ఇంతకు ముందు ఉంది, కానీ మళ్లీ అదే లోతు మరియు తీవ్ర స్థాయికి భావోద్వేగాన్ని అనుభవించాలనే ఈ విచిత్రమైన కోరిక నాకు అనిపిస్తుంది, మరెవరైనా దీనిని అనుభవించారా? లేక నాకు పిచ్చి పట్టిపోతుందా?ఎమోషన్‌కి నేను బాగా అలవాటు పడ్డాను, మిగతావన్నీ ఇప్పుడు అసౌకర్యంగా అనిపిస్తున్నాయి. నేను ఇలా భావించినందుకు చాలా మూర్ఖుడిగా భావిస్తున్నాను, నా యుక్తవయస్సు మరియు యుక్తవయస్సును నిర్వచించిన చీకటిని అధిగమించడం (ఇది ఇప్పటివరకు కనిపిస్తుంది) నేను అదృష్టవంతుడిని, మరియు దానిని మళ్లీ అనుభవించాలనే ఈ అనారోగ్య కోరిక నాకు ఉందా? ఇది కూడా ఈ స్థిరంగా వస్తుంది నేను ఇప్పుడు అనుభూతి చెందుతున్న ఈ 'సరే' అనేది ఒక ముఖద్వారం అని, త్వరలో ఏదో జరగబోతుందని మరియు నేను వెంటనే నా పాత స్థితికి తిరిగి వస్తానని భయం. ఈ భయం మరియు కాంక్ష యొక్క సంఘర్షణ నన్ను కొంచెం పిచ్చిగా నడిపిస్తోంది. నేను దాని గురించి నాకు తెలిసిన ఎవరితోనూ మాట్లాడలేను, ఎందుకంటే నేను పిచ్చివాడిని అని నాకు ఖచ్చితంగా తెలుసు, కాబట్టి నేను మిమ్మల్ని అడుగుతున్నానని అనుకుంటున్నాను. TLDR: డిప్రెషన్ నుండి కోలుకున్నాను కానీ నేను ఇంతకు ముందు భావోద్వేగాలను అనుభవించిన లోతును కోల్పోయాను, ఆ విపరీతమైన విచారంతో వచ్చే విడుదలను కోల్పోయాను, ప్రతి ఇతర భావోద్వేగం ఇప్పుడు కొంచెం అసౌకర్యంగా అనిపిస్తుంది, మరెవరైనా దీనిని అనుభవించారా?.",stressed
"నన్ను నిలువరించే అంశాలు : చాలా సమయాల్లో అణగారిన వ్యక్తులు తమను అంతం చేయకుండా అడ్డుకునే దాని గురించి మాట్లాడినప్పుడు వారు ఈ విషయాల గురించి మంచిగా మాట్లాడతారు, కానీ నాకు అలా అనిపించదు.. నా జీవితంలోని వ్యక్తులు నన్ను పట్టించుకోరని నేను కోరుకుంటున్నాను. నాకు బాధ్యతలు లేవని అనుకుంటున్నాను. నాపై ఆధారపడేవారు ఏమీ లేరని, ఎవరూ లేరని కోరుకుంటున్నాను. అది నిజమైతే, నేను స్వేచ్ఛగా ఉండేవాడిని. నేను అన్నింటినీ విడిచిపెట్టడానికి స్వేచ్ఛగా ఉంటాను. కేవలం చనిపోవడానికి, మరియు జీవితం యొక్క హింస నుండి దూరంగా ఉండాలి. నాకు జీవించాలని లేదు, కానీ నేను జీవించాలని భావిస్తున్నాను. .",stressed
"నేను ఈ ప్రపంచంతో అనారోగ్యంతో ఉన్నాను: నాకు ఎలాంటి హాబీలు లేవు, నాకు ఏమీ ఆసక్తి లేదు. నాకు పిచ్చి పట్టకుండా చేసే ఏకైక విషయం పాఠశాల, మరియు ఇప్పుడు అది కరోనావైరస్ కారణంగా మూసివేయబడింది. ఇప్పుడు నేను నిస్పృహకు లోనయ్యాను మరియు చేసేదేమీ లేకుండా నా చెత్త ఇంట్లో ఇరుక్కుపోయాను. నన్ను చంపుకోకపోవడానికి ఏదైనా కారణం ఉందా?.",stressed
